rebalance_date,ticker,weight,estimation_start,estimation_end,solver_success,solver_message,asset_class,fund_id,fund_name,family,method
2022-04-01,DIS,0.04544927737874747,2021-04-05,2022-03-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-05-02,DIS,0.03917703517734028,2021-05-03,2022-04-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-06-01,DIS,0.04728041980695542,2021-06-02,2022-05-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-07-01,DIS,0.04572223209837448,2021-07-01,2022-06-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-08-01,DIS,0.047138744119299296,2021-07-30,2022-07-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-09-01,DIS,0.029046339997287098,2021-09-01,2022-08-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-05-01,DOW,0.0001554611466642099,2022-04-28,2023-04-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-12-01,DOW,0.007102197528796793,2022-11-30,2023-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-05-03,DUK,0.031971222657506806,2020-05-01,2021-04-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-06-01,DUK,0.03087030112273777,2020-06-01,2021-05-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-07-01,DUK,0.005478838484575041,2020-07-01,2021-06-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-08-02,DUK,0.024109071963414844,2020-07-31,2021-07-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-09-01,DUK,0.02207490222770855,2020-09-01,2021-08-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-10-01,DUK,0.05156383369210536,2020-10-01,2021-09-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-11-01,DUK,0.05583669746044807,2020-10-30,2021-10-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-12-01,DUK,0.06473485713888685,2020-12-01,2021-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-01-03,DUK,0.06967106195037773,2021-01-04,2021-12-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-02-01,DUK,0.058923291257484016,2021-02-02,2022-01-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-03-01,DUK,0.023460114921925942,2021-03-02,2022-02-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-04-01,DUK,0.02863097276841985,2021-04-05,2022-03-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-05-02,DUK,0.08474791198219296,2021-05-03,2022-04-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-06-01,DUK,0.11999999999999998,2021-06-02,2022-05-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-07-01,DUK,0.11999999999999997,2021-07-01,2022-06-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-08-01,DUK,0.11999999999999998,2021-07-30,2022-07-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-09-01,DUK,0.09865457008404825,2021-09-01,2022-08-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-10-03,DUK,0.06713047117430535,2021-10-01,2022-09-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-11-01,DUK,0.03321337262501552,2021-11-01,2022-10-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-12-01,DUK,0.041337891859708965,2021-12-01,2022-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-01-03,DUK,0.04207936044186642,2021-12-31,2022-12-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-02-01,DUK,0.036518792741094534,2022-01-31,2023-01-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-03-01,DUK,0.07006819891128555,2022-02-28,2023-02-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-04-03,DUK,0.044899417182159486,2022-03-31,2023-03-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-05-01,DUK,0.02792762607452821,2022-04-28,2023-04-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-06-01,DUK,0.0032172892470422013,2022-05-31,2023-05-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-11-01,DUK,0.02157899001780635,2022-10-31,2023-10-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-12-01,DUK,0.035836207810998194,2022-11-30,2023-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-01-04,EA,0.10404799380095184,2020-01-03,2020-12-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-02-01,EA,0.10556166323314294,2020-01-31,2021-01-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-03-01,EA,0.10436530585131251,2020-02-28,2021-02-26,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-04-01,EA,0.10283446147713597,2020-04-01,2021-03-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-05-03,EA,0.07062358321092346,2020-05-01,2021-04-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-06-01,EA,0.06643610667811495,2020-06-01,2021-05-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-07-01,EA,0.03115068370247813,2020-07-01,2021-06-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-08-02,EA,0.028534481236218944,2020-07-31,2021-07-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-09-01,EA,0.026451520083330172,2020-09-01,2021-08-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-10-01,EA,0.046132607808322255,2020-10-01,2021-09-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-11-01,EA,0.050910011621933475,2020-10-30,2021-10-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-12-01,EA,0.06296390754271439,2020-12-01,2021-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-01-03,EA,0.05600676537571048,2021-01-04,2021-12-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-02-01,EA,0.05969195177093576,2021-02-02,2022-01-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-03-01,EA,0.06483009951240033,2021-03-02,2022-02-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-04-01,EA,0.06944123572424801,2021-04-05,2022-03-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-05-02,EA,0.08815801021043776,2021-05-03,2022-04-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-06-01,EA,0.08618156688658755,2021-06-02,2022-05-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-07-01,EA,0.08448109410597861,2021-07-01,2022-06-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-08-01,EA,0.08835889696342163,2021-07-30,2022-07-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-09-01,EA,0.09344440335671454,2021-09-01,2022-08-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-10-03,EA,0.09027545031918478,2021-10-01,2022-09-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-11-01,EA,0.10099319273517819,2021-11-01,2022-10-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-12-01,EA,0.11197838401763553,2021-12-01,2022-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-01-03,EA,0.11195442954586861,2021-12-31,2022-12-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-02-01,EA,0.11999999999999997,2022-01-31,2023-01-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-03-01,EA,0.1055385374295783,2022-02-28,2023-02-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-04-03,EA,0.11283915297313515,2022-03-31,2023-03-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-05-01,EA,0.09146911418214222,2022-04-28,2023-04-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-06-01,EA,0.12,2022-05-31,2023-05-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-07-03,EA,0.11999999999999998,2022-06-30,2023-06-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-08-01,EA,0.1132290926548509,2022-07-29,2023-07-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-09-01,EA,0.0803320791146273,2022-08-31,2023-08-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-10-02,EA,0.08030149621477817,2022-09-29,2023-09-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-11-01,EA,0.06529750182725816,2022-10-31,2023-10-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-12-01,EA,0.0476894407291169,2022-11-30,2023-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-09-01,GE,0.008406021621916697,2022-08-31,2023-08-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-10-02,GE,0.012925537960141478,2022-09-29,2023-09-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-11-01,GE,0.01733694272599008,2022-10-31,2023-10-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-12-01,GE,0.017473534853494996,2022-11-30,2023-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-01-04,GILD,0.11999999999999995,2020-01-03,2020-12-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-02-01,GILD,0.11999999999999993,2020-01-31,2021-01-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-03-01,GILD,0.11999999999999994,2020-02-28,2021-02-26,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-04-01,GILD,0.06429277593728346,2020-04-01,2021-03-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-05-03,GILD,0.054101224259109994,2020-05-01,2021-04-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-06-01,GILD,0.06711988694498727,2020-06-01,2021-05-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-07-01,GILD,0.041549214455131135,2020-07-01,2021-06-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-08-02,GILD,0.03730276430299617,2020-07-31,2021-07-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-09-01,GILD,0.03212939381427625,2020-09-01,2021-08-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-10-01,GILD,0.02339170492589656,2020-10-01,2021-09-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-11-01,GILD,0.04576921250723183,2020-10-30,2021-10-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-12-01,GILD,0.040328014641748205,2020-12-01,2021-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-01-03,GILD,0.06690111025783467,2021-01-04,2021-12-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-02-01,GILD,0.06310438391344424,2021-02-02,2022-01-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-03-01,GILD,0.11999999999999998,2021-03-02,2022-02-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-04-01,GILD,0.11999999999999995,2021-04-05,2022-03-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-05-02,GILD,0.11746129115432917,2021-05-03,2022-04-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-06-01,GILD,0.11999999999999998,2021-06-02,2022-05-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-07-01,GILD,0.11999999999999997,2021-07-01,2022-06-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-08-01,GILD,0.12,2021-07-30,2022-07-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-09-01,GILD,0.11999999999999997,2021-09-01,2022-08-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-10-03,GILD,0.10523950700632578,2021-10-01,2022-09-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-11-01,GILD,0.05501711070698845,2021-11-01,2022-10-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-12-01,GILD,0.058626896633792745,2021-12-01,2022-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-01-03,GILD,0.043675223076049076,2021-12-31,2022-12-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-02-01,GILD,0.035207111388190014,2022-01-31,2023-01-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-03-01,GILD,0.014326845591192757,2022-02-28,2023-02-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-04-03,GILD,0.00871284403292543,2022-03-31,2023-03-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-05-01,GILD,0.015217764969624868,2022-04-28,2023-04-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-07-01,GS,0.027282536094304758,2020-07-01,2021-06-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-08-02,GS,0.02707067577035329,2020-07-31,2021-07-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-09-01,GS,0.03242294486222048,2020-09-01,2021-08-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-10-01,GS,0.04236921741857104,2020-10-01,2021-09-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-11-01,GS,0.05591615339734,2020-10-30,2021-10-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-12-01,GS,0.046881952497320224,2020-12-01,2021-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-01-03,GS,0.04168753405583786,2021-01-04,2021-12-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-02-01,GS,0.006113682926844878,2021-02-02,2022-01-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-03-01,GS,0.006934189601425545,2021-03-02,2022-02-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-10-02,GS,0.001084802066838099,2022-09-29,2023-09-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-11-01,GS,0.0058453288821704984,2022-10-31,2023-10-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-10-01,INTC,0.003408947347909626,2020-10-01,2021-09-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-11-01,INTC,0.002722929654930103,2020-10-30,2021-10-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-12-01,INTC,0.007265084750891067,2020-12-01,2021-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-01-03,INTC,0.008281978379071209,2021-01-04,2021-12-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-02-01,INTC,0.01316320491242406,2021-02-02,2022-01-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-03-01,INTC,0.0034114813584486584,2021-03-02,2022-02-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-04-01,INTC,0.005719621828750154,2021-04-05,2022-03-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-06-01,INTC,0.0029897104252809233,2021-06-02,2022-05-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-01-04,KO,0.02696563753000945,2020-01-03,2020-12-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-02-01,KO,0.024758806573251968,2020-01-31,2021-01-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-03-01,KO,0.01971354876456196,2020-02-28,2021-02-26,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-08-02,KO,0.0037364828778504136,2020-07-31,2021-07-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-09-01,KO,0.011229798869616846,2020-09-01,2021-08-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-10-01,KO,0.017636463097630287,2020-10-01,2021-09-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-11-01,KO,0.06604900023609575,2020-10-30,2021-10-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-12-01,KO,0.040313952486435885,2020-12-01,2021-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-01-03,KO,0.03245568106990488,2021-01-04,2021-12-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-02-01,KO,0.0420983693230708,2021-02-02,2022-01-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-03-01,KO,0.09060110439053456,2021-03-02,2022-02-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-04-01,KO,0.08288159694624124,2021-04-05,2022-03-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-05-02,KO,0.10764317099365076,2021-05-03,2022-04-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-07-01,KO,0.04085264538125391,2021-07-01,2022-06-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-08-01,KO,0.03804998608491509,2021-07-30,2022-07-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-09-01,KO,0.043526316655346,2021-09-01,2022-08-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-10-03,KO,0.07470582741343208,2021-10-01,2022-09-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-11-01,KO,0.09219969638614847,2021-11-01,2022-10-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-12-01,KO,0.11517924147182501,2021-12-01,2022-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-01-03,KO,0.11707397189522716,2021-12-31,2022-12-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-02-01,KO,0.10428517006830673,2022-01-31,2023-01-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-03-01,KO,0.11867810109963402,2022-02-28,2023-02-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-04-03,KO,0.11999999999999995,2022-03-31,2023-03-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-05-01,KO,0.11999999999999997,2022-04-28,2023-04-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-06-01,KO,0.12,2022-05-31,2023-05-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-07-03,KO,0.12,2022-06-30,2023-06-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-08-01,KO,0.12,2022-07-29,2023-07-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-09-01,KO,0.11999999999999997,2022-08-31,2023-08-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-10-02,KO,0.11999999999999998,2022-09-29,2023-09-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-11-01,KO,0.11999999999999998,2022-10-31,2023-10-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2023-12-01,KO,0.11999999999999997,2022-11-30,2023-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-01-04,MMM,0.09021684495930206,2020-01-03,2020-12-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-02-01,MMM,0.10619813400976644,2020-01-31,2021-01-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-03-01,MMM,0.09310086201821845,2020-02-28,2021-02-26,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-04-01,MMM,0.10893933542741072,2020-04-01,2021-03-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-05-03,MMM,0.07502658353995711,2020-05-01,2021-04-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-06-01,MMM,0.08752192450045151,2020-06-01,2021-05-28,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-07-01,MMM,0.09725566758101624,2020-07-01,2021-06-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-08-02,MMM,0.08833873643532872,2020-07-31,2021-07-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-09-01,MMM,0.07966606340723961,2020-09-01,2021-08-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-10-01,MMM,0.07511780311069234,2020-10-01,2021-09-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-11-01,MMM,0.06397095836727301,2020-10-30,2021-10-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2021-12-01,MMM,0.06099109396382982,2020-12-01,2021-11-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-01-03,MMM,0.07100006379980489,2021-01-04,2021-12-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-02-01,MMM,0.02091251094483342,2021-02-02,2022-01-31,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-07-01,MMM,0.0165045839863147,2021-07-01,2022-06-30,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
2022-08-01,MMM,0.040343628225007644,2021-07-30,2022-07-29,True,Optimization terminated successfully,Equity,combined_min_variance,Combined Minimum Variance,Combined,Minimum Variance
