fund_id,fund_name,method,rebalance_date,equity_capital_weight,crypto_capital_weight,equity_risk_contribution,crypto_risk_contribution,risk_contribution_sum,ex_ante_annualized_volatility,active_holdings,effective_holdings,top_5_weight,hhi,mean_filled_cells
combined_risk_parity,Combined Risk Parity,Risk Parity,2021-12-01,0.9632875097155087,0.03671249028449142,0.8333332757000103,0.1666667242999898,1.0000000000000002,0.11113838552469488,60,48.38112232068699,0.14962516209163776,0.020669218737251492,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2022-01-03,0.9618885904456894,0.03811140955431071,0.8333332138153452,0.16666678618465489,1.0,0.11520819144652908,60,48.223914366746484,0.1518742305385567,0.02073659953016101,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2022-02-01,0.9610109853370623,0.0389890146629377,0.8333333637952495,0.16666663620475053,0.9999999999999999,0.11358997609730034,60,48.39693938350775,0.15628154997264881,0.020662463633821657,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2022-03-01,0.9586378883383613,0.04136211166163885,0.8333334946803072,0.166666505319693,1.0,0.11597182480868588,60,48.61534940791797,0.1524102935592698,0.020569635149781117,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2022-04-01,0.9578353058229051,0.04216469417709509,0.8333334524576429,0.16666654754235705,0.9999999999999999,0.11661971258620618,60,47.69695898938601,0.16117621031574442,0.02096569720980597,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2022-05-02,0.953482032017849,0.046517967982151145,0.8333334974010953,0.16666650259890473,0.9999999999999998,0.12725822384800048,60,48.49889254531745,0.1558693239625395,0.020619027518321127,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2022-06-01,0.9425656995380793,0.05743430046192076,0.8333337077317995,0.16666629226820043,1.0,0.13669266367185265,60,47.84599282755077,0.16525185388820668,0.020900391880345266,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2022-07-01,0.9406343886383548,0.059365611361645164,0.8333333262678523,0.1666666737321478,1.0,0.15213201679722735,60,47.96411981536064,0.16770527888001105,0.020848917979721736,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2022-08-01,0.9402319270225946,0.05976807297740541,0.8333334755923825,0.16666652440761762,1.0000000000000002,0.1544072281961906,60,48.04438201454619,0.16630060107629324,0.0208140881008155,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2022-09-01,0.9381206859208314,0.06187931407916844,0.8333333294448572,0.1666666705551429,1.0000000000000002,0.1589511915483704,60,48.3237532180211,0.16339760225411776,0.02069375686711097,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2022-10-03,0.9302794748334877,0.06972052516651223,0.8333334037128087,0.16666659628719144,1.0,0.1693902286056426,60,49.526940232500536,0.16128128434731412,0.020191031291365354,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2022-11-01,0.9216576543537306,0.07834234564626949,0.8333335901313982,0.16666640986860165,0.9999999999999998,0.18122092866472114,60,50.38700838927067,0.16317650176061138,0.019846385645172347,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2022-12-01,0.9243086087607217,0.07569139123927841,0.8333333097829658,0.16666669021703417,1.0,0.18925626126362352,60,49.45481884806138,0.1707237002291896,0.02022047645290687,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2023-01-03,0.922300155807197,0.07769984419280318,0.8333334225692723,0.1666665774307275,1.0,0.19080185425805082,60,49.83004317353124,0.16834664302569963,0.020068214601330726,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2023-02-01,0.9207617307097168,0.07923826929028338,0.8333335530655744,0.16666644693442553,1.0,0.1929851362194928,60,50.09188675401258,0.16673283412089537,0.019963312719896615,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2023-03-01,0.9204451118182492,0.07955488818175081,0.8333336569560291,0.16666634304397093,1.0,0.19130033400694382,60,50.11746720115179,0.16784688769796813,0.019953123249153704,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2023-04-03,0.920375998321156,0.07962400167884383,0.8333333347103075,0.1666666652896926,1.0000000000000002,0.19368599357591681,60,50.17549883991429,0.16910566238901958,0.019930046000947905,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2023-05-01,0.9188139030524111,0.08118609694758883,0.8333336189775158,0.1666663810224841,0.9999999999999999,0.1917438300027149,60,50.378662321302706,0.16979427476288578,0.019849673530873968,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2023-06-01,0.9128886347711452,0.08711136522885485,0.8333333887669645,0.16666661123303536,0.9999999999999998,0.17958928721715736,60,51.2898894428022,0.16490808156772638,0.019497019994850772,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2023-07-03,0.9098575476586043,0.09014245234139569,0.8333334305313146,0.16666656946868555,1.0000000000000002,0.1659206266152426,60,50.91398527916539,0.16576521637012798,0.01964096887165523,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2023-08-01,0.9115539800371943,0.08844601996280564,0.8333336426642937,0.1666663573357062,1.0,0.16394832488068042,60,51.104915098582815,0.16508847152767128,0.019567589498406795,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2023-09-01,0.9116159354405251,0.08838406455947508,0.83333332640125,0.16666667359874998,0.9999999999999999,0.16117668167107965,60,51.38064118611462,0.16595148161750653,0.01946258312304295,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2023-10-02,0.9122550188443351,0.08774498115566483,0.8333335486795701,0.16666645132042981,0.9999999999999999,0.15057656579705073,60,51.061641301766905,0.16791997364912392,0.019584172668679897,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2023-11-01,0.9213144159991411,0.07868558400085894,0.833333177694973,0.16666682230502705,1.0000000000000002,0.13576098324432656,60,49.7366936573479,0.17420680758120935,0.020105880115178585,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2023-12-01,0.9091751111986388,0.09082488880136125,0.8333333457397031,0.1666666542602971,1.0,0.12490715902003698,60,51.167085007109634,0.1719501515701935,0.019543814150465102,0
